gene	chr	start	end
NCOA3	20	46270955	46271130
NCOA3	20	46275815	46276112
NCOA3	20	46277747	46277855
NCOA3	20	46279724	46280022
NCOA3	20	46281148	46281326
NCOA3	20	46281673	46281818
NCOA3	20	46282148	46282163
NCOA4	10	51568355	51568392
NCOA4	10	51579126	51579284
NCOA4	10	51580554	51580698
NCOA4	10	51580878	51580970
NCOA4	10	51581268	51581380
NCOA4	10	51582181	51582274
NCOA4	10	51582794	51582941
NCOA4	10	51584614	51585601
NCOA4	10	51586269	51586413
NCOA4	10	51586608	51586677
NCOA4	10	51589223	51589232
NCOA5	20	44690937	44691530
NCOA5	20	44691997	44692321
NCOA5	20	44693666	44693869
NCOA5	20	44695692	44695822
NCOA5	20	44697139	44697279
NCOA5	20	44698847	44699177
NCOA5	20	44708024	44708065
NCOA6	20	33303124	33303171
NCOA6	20	33315061	33315213
NCOA6	20	33320361	33320401
NCOA6	20	33324492	33324564
NCOA6	20	33328165	33331147
NCOA6	20	33334609	33334734
NCOA6	20	33337204	33338324
NCOA6	20	33342523	33342673
NCOA6	20	33345021	33345909
NCOA6	20	33346606	33346738
NCOA6	20	33356265	33356391
NCOA6	20	33364094	33364253
NCOA6	20	33369922	33370160
NCOA7	6	126136499	126136552
NCOA7	6	126176164	126176388
NCOA7	6	126196033	126196116
NCOA7	6	126199407	126199518
NCOA7	6	126202234	126202351
NCOA7	6	126203570	126203699
NCOA7	6	126206303	126206491
NCOA7	6	126210083	126211129
NCOA7	6	126211786	126211958
NCOA7	6	126236477	126236628
NCOA7	6	126242087	126242216
NCOA7	6	126243826	126243982
NCOA7	6	126248807	126248906
NCOA7	6	126249318	126249395
NCOA7	6	126249780	126249919
NCOR1	17	15935608	15935799
NCOR1	17	15938077	15938260
NCOR1	17	15942745	15942970
NCOR1	17	15943753	15943810
NCOR1	17	15950263	15950409
NCOR1	17	15952157	15952304
NCOR1	17	15960826	15961053
NCOR1	17	15961219	15961380
NCOR1	17	15961783	15961915
NCOR1	17	15964713	15965210
NCOR1	17	15965417	15965586
NCOR1	17	15967380	15967503
NCOR1	17	15968182	15968335
NCOR1	17	15968797	15969010
NCOR1	17	15971206	15971437
NCOR1	17	15973477	15973841
NCOR1	17	15974721	15974981
NCOR1	17	15975457	15975544
NCOR1	17	15976741	15976885
NCOR1	17	15978846	15979018
NCOR1	17	15983276	15983380
NCOR1	17	15983720	15983825
NCOR1	17	15983919	15984043
NCOR1	17	15989594	15989758
NCOR1	17	15995175	15995374
NCOR1	17	16001679	16001812
NCOR1	17	16004562	16005073
NCOR1	17	16012098	16012228
NCOR1	17	16021200	16021343
NCOR1	17	16022735	16022801
NCOR1	17	16024364	16024585
NCOR1	17	16029394	16029522
NCOR1	17	16040623	16040728
NCOR1	17	16041470	16041528
NCOR1	17	16042320	16042502
NCOR1	17	16046918	16047012
NCOR1	17	16049688	16049864
NCOR1	17	16052763	16052833
NCOR1	17	16055258	16055314
NCOR1	17	16056651	16056711
NCOR1	17	16062072	16062189
NCOR1	17	16068291	16068477
NCOR1	17	16075115	16075311
NCOR1	17	16089866	16090003
NCOR1	17	16097774	16097885
NCOR2	12	124809946	124810131
NCOR2	12	124810735	124810918
NCOR2	12	124811953	124812181
NCOR2	12	124815389	124815446
NCOR2	12	124816863	124817015
NCOR2	12	124817674	124817827
NCOR2	12	124818968	124819165
NCOR2	12	124819679	124819828
NCOR2	12	124820027	124820180
NCOR2	12	124821297	124821728
NCOR2	12	124824550	124824752
NCOR2	12	124824838	124824991
NCOR2	12	124825146	124825299
NCOR2	12	124826367	124826622
NCOR2	12	124827549	124827774
NCOR2	12	124829141	124829499
NCOR2	12	124831108	124831398
NCOR2	12	124832369	124832459
NCOR2	12	124832718	124832862
NCOR2	12	124835131	124835285
NCOR2	12	124838637	124838744
NCOR2	12	124839022	124839130
NCOR2	12	124839381	124839487
NCOR2	12	124839976	124840119
NCOR2	12	124841186	124841354
NCOR2	12	124846670	124846845
NCOR2	12	124848223	124848347
NCOR2	12	124856566	124857158
NCOR2	12	124858957	124859011
NCOR2	12	124862781	124862932
NCOR2	12	124870289	124870435
NCOR2	12	124882663	124882729
NCOR2	12	124885045	124885221
NCOR2	12	124886948	124887109
NCOR2	12	124904501	124904603
NCOR2	12	124907045	124907103
NCOR2	12	124911166	124911348
NCOR2	12	124914157	124914254
NCOR2	12	124915159	124915335
NCOR2	12	124922474	124922544
NCOR2	12	124934359	124934415
NCOR2	12	124941650	124941710
NCOR2	12	124950717	124950834
NCOR2	12	124957496	124957679
NCOR2	12	124968140	124968321
NCOR2	12	124970985	124971116
NCOR2	12	124979691	124979799
NCSTN	1	160313185	160313273
NCSTN	1	160314510	160314618
NCSTN	1	160318787	160318914
NCSTN	1	160319337	160319462
NCSTN	1	160319893	160320042
NCSTN	1	160321010	160321164
NCSTN	1	160321484	160321597
NCSTN	1	160321842	160321998
NCSTN	1	160322675	160322783
NCSTN	1	160322948	160323029
NCSTN	1	160323906	160324082
NCSTN	1	160325443	160325549
NCSTN	1	160325651	160325750
NCSTN	1	160326048	160326139
NCSTN	1	160326388	160326546
NCSTN	1	160326829	160327045
NCSTN	1	160327937	160328063
NDC80	18	2572983	2573087
NDC80	18	2574986	2575067
NDC80	18	2577743	2577870
NDC80	18	2577966	2578142
NDC80	18	2578924	2579030
NDC80	18	2585110	2585203
NDC80	18	2587827	2587924
NDC80	18	2589201	2589311
NDC80	18	2590015	2590163
NDC80	18	2595413	2595622
NDC80	18	2599016	2599172
NDC80	18	2601393	2601486
NDC80	18	2606412	2606508
NDC80	18	2608697	2608831
NDC80	18	2610756	2610862
NDC80	18	2616434	2616575
NDE1	16	15758634	15758720
NDE1	16	15761141	15761298
NDE1	16	15771656	15771808
NDE1	16	15781230	15781370
NDE1	16	15784999	15785182
NDE1	16	15788020	15788115
NDE1	16	15790564	15790719
NDE1	16	15818046	15818110
NDEL1	17	8347588	8347677
NDEL1	17	8349027	8349184
NDEL1	17	8350070	8350222
NDEL1	17	8351866	8352006
NDEL1	17	8354096	8354273
NDEL1	17	8358112	8358207
NDEL1	17	8363325	8363480
NDEL1	17	8366636	8366674
NDEL1	17	8370246	8370343
NDFIP1	5	141488538	141488604
NDFIP1	5	141511371	141511462
NDFIP1	5	141511775	141511909
NDFIP1	5	141515293	141515384
NDFIP1	5	141517297	141517425
NDFIP1	5	141520126	141520196
NDFIP1	5	141524134	141524241
NDN	15	23931397	23932366
NDNL2	15	29560993	29561911
NDOR1	9	140100228	140100366
NDOR1	9	140100682	140100763
NDOR1	9	140106952	140107053
NDOR1	9	140108230	140108332
NDOR1	9	140108417	140108522
NDOR1	9	140108654	140108867
NDOR1	9	140109020	140109145
NDOR1	9	140109248	140109472
NDOR1	9	140109545	140109656
NDOR1	9	140109857	140109975
NDOR1	9	140110109	140110259
NDOR1	9	140110349	140110471
NDOR1	9	140110517	140110642
NDOR1	9	140110722	140110870
NDRG1	8	134251119	134251364
NDRG1	8	134254264	134254319
NDRG1	8	134256596	134256635
NDRG1	8	134258857	134258908
NDRG1	8	134260116	134260171
NDRG1	8	134260956	134261016
NDRG1	8	134262681	134262788
NDRG1	8	134266780	134266840
NDRG1	8	134269018	134269108
NDRG1	8	134270607	134270671
NDRG1	8	134271409	134271475
NDRG1	8	134274288	134274412
NDRG1	8	134276788	134276897
NDRG1	8	134292473	134292512
NDRG1	8	134296490	134296556
NDRG2	14	21485753	21485923
NDRG2	14	21486144	21486199
NDRG2	14	21486361	21486400
NDRG2	14	21486614	21486665
NDRG2	14	21486920	21486975
NDRG2	14	21487273	21487321
NDRG2	14	21487796	21487903
NDRG2	14	21488077	21488137
NDRG2	14	21488653	21488743
NDRG2	14	21488941	21489005
NDRG2	14	21489974	21490040
NDRG2	14	21490219	21490343
NDRG2	14	21490549	21490658
NDRG2	14	21491021	21491066
NDRG2	14	21491398	21491476
NDRG3	20	35281921	35282106
NDRG3	20	35284761	35284816
NDRG3	20	35284898	35284937
NDRG3	20	35288738	35288789
NDRG3	20	35293447	35293502
NDRG3	20	35293637	35293706
NDRG3	20	35294690	35294797
NDRG3	20	35299742	35299802
NDRG3	20	35309217	35309307
NDRG3	20	35310919	35310983
NDRG3	20	35312814	35312880
NDRG3	20	35315893	35316017
NDRG3	20	35317080	35317189
NDRG3	20	35335373	35335412
NDRG3	20	35350080	35350140
NDRG4	16	58498333	58498373
NDRG4	16	58521658	58521756
NDRG4	16	58528866	58528914
NDRG4	16	58537700	58537809
NDRG4	16	58538056	58538180
NDRG4	16	58538261	58538327
NDRG4	16	58538491	58538555
NDRG4	16	58540289	58540379
NDRG4	16	58540460	58540520
NDRG4	16	58540814	58540921
NDRG4	16	58541710	58541770
NDRG4	16	58541850	58541905
NDRG4	16	58542864	58542915
NDRG4	16	58543056	58543095
NDRG4	16	58543203	58543258
NDRG4	16	58545324	58545482
NDST1	5	149900815	149901331
NDST1	5	149907364	149907862
NDST1	5	149912505	149912596
NDST1	5	149914427	149914585
NDST1	5	149915260	149915449
NDST1	5	149918788	149918920
NDST1	5	149919642	149919828
NDST1	5	149921130	149921230
NDST1	5	149922408	149922535
NDST1	5	149924872	149925050
NDST1	5	149927778	149927952
NDST1	5	149929238	149929351
NDST1	5	149931313	149931419
NDST1	5	149932773	149932896
NDST2	10	75562207	75562336
NDST2	10	75562430	75562536
NDST2	10	75562728	75562841
NDST2	10	75562945	75563119
NDST2	10	75563330	75563508
NDST2	10	75563649	75563776
NDST2	10	75564529	75564629
NDST2	10	75565343	75565529
NDST2	10	75565656	75565788
NDST2	10	75566045	75566234
NDST2	10	75566413	75566571
NDST2	10	75566864	75566955
NDST2	10	75567140	75568148
NDUFA1	23	119005873	119005978
NDUFA1	23	119007265	119007358
NDUFA1	23	119010475	119010499
NDUFA10	2	240900533	240900605
NDUFA10	2	240929489	240929601
NDUFA10	2	240944625	240944714
NDUFA10	2	240946731	240946789
NDUFA10	2	240951032	240951115
NDUFA10	2	240954154	240954279
NDUFA10	2	240957968	240958058
NDUFA10	2	240960612	240960831
NDUFA10	2	240961587	240961759
NDUFA10	2	240964642	240964720
NDUFA11	19	5894751	5894867
NDUFA11	19	5896462	5896588
NDUFA11	19	5896914	5897010
NDUFA11	19	5903621	5903721
NDUFA12	12	95365214	95365398
NDUFA12	12	95387944	95388035
NDUFA12	12	95396513	95396599
NDUFA12	12	95397369	95397458
NDUFA13	19	19627046	19627143
NDUFA13	19	19636989	19637071
NDUFA13	19	19638088	19638163
NDUFA13	19	19638508	19638581
NDUFA13	19	19638814	19638937
NDUFA2	5	140025170	140025265
NDUFA2	5	140025286	140025312
NDUFA2	5	140026839	140026949
NDUFA2	5	140027066	140027170
NDUFA3	19	54606185	54606198
NDUFA3	19	54606420	54606498
NDUFA3	19	54609239	54609320
NDUFA3	19	54610116	54610211
NDUFA4	7	10973261	10973321
NDUFA4	7	10977715	10977776
NDUFA4	7	10978433	10978525
NDUFA4	7	10979641	10979686
NDUFA5	7	123182171	123182276
NDUFA5	7	123185663	123185732
NDUFA5	7	123190522	123190642
NDUFA5	7	123197456	123197504
NDUFA5	7	123197827	123197851
NDUFA6	22	42482185	42482320
NDUFA6	22	42483062	42483181
NDUFA6	22	42486608	42486828
NDUFA7	19	8376387	8376481
NDUFA7	19	8381378	8381531
NDUFA7	19	8385739	8385792
NDUFA7	19	8386190	8386244
NDUFA8	9	124906518	124906659
NDUFA8	9	124910389	124910558
NDUFA8	9	124914522	124914689
NDUFA8	9	124921904	124921958
NDUFA9	12	4758291	4758343
NDUFA9	12	4763456	4763630
NDUFA9	12	4763989	4764090
NDUFA9	12	4766912	4767007
NDUFA9	12	4768200	4768345
NDUFA9	12	4771697	4771803
NDUFA9	12	4777621	4777692
NDUFA9	12	4778905	4778985
NDUFA9	12	4791369	4791468
NDUFA9	12	4794423	4794493
NDUFA9	12	4796102	4796276
NDUFAB1	16	23593603	23593698
NDUFAB1	16	23596655	23596746
NDUFAB1	16	23598516	23598642
NDUFAB1	16	23607442	23607613
NDUFAF1	15	41679640	41679793
NDUFAF1	15	41680644	41680722
NDUFAF1	15	41687055	41687244
NDUFAF1	15	41688683	41689259
NDUFAF2	5	60241081	60241211
NDUFAF2	5	60368950	60369043
NDUFAF2	5	60394817	60394861
NDUFAF2	5	60448529	60448784
NDUFAF3	3	49059576	49059656
NDUFAF3	3	49059777	49059973
NDUFAF3	3	49060133	49060203
NDUFAF3	3	49060307	49060411
NDUFAF3	3	49060487	49060607
NDUFAF4	6	97338978	97339269
NDUFAF4	6	97344618	97344725
NDUFAF4	6	97345540	97345679
NDUFB1	14	92582535	92582575
NDUFB1	14	92583840	92583988
NDUFB1	14	92587984	92588123
NDUFB10	16	2009624	2009757
NDUFB10	16	2011152	2011294
NDUFB10	16	2011496	2011639
NDUFB10	16	2011796	2011909
NDUFB11	23	47001714	47001841
NDUFB11	23	47001981	47002145
NDUFB11	23	47003870	47004080
NDUFB2	7	140396543	140396644
NDUFB2	7	140402664	140402812
NDUFB2	7	140404658	140404736
NDUFB3	2	201943604	201943747
NDUFB3	2	201950180	201950340
NDUFB4	3	120315205	120315388
NDUFB4	3	120319956	120320142
NDUFB4	3	120321053	120321119
NDUFB5	3	179322602	179322729
NDUFB5	3	179332757	179332849
NDUFB5	3	179333769	179333839
NDUFB5	3	179334769	179334834
NDUFB5	3	179336201	179336311
NDUFB5	3	179341706	179341830
NDUFB6	9	32553872	32553944
NDUFB6	9	32558906	32558954
NDUFB6	9	32570956	32571052
NDUFB6	9	32572877	32573060
NDUFB7	19	14676943	14677079
NDUFB7	19	14677575	14677747
NDUFB7	19	14682699	14682814
NDUFB8	10	102283592	102283688
NDUFB8	10	102286154	102286313
NDUFB8	10	102286730	102286833
NDUFB8	10	102289135	102289265
NDUFB8	10	102289522	102289610
NDUFB9	8	125551426	125551530
NDUFB9	8	125555326	125555522
NDUFB9	8	125559239	125559356
NDUFB9	8	125562000	125562135
NDUFC1	4	140213702	140213765
NDUFC1	4	140216195	140216302
NDUFC1	4	140216884	140216954
NDUFC2	11	77781031	77781084
NDUFC2	11	77784042	77784189
NDUFC2	11	77790623	77790792
NDUFS1	2	206988907	206989002
NDUFS1	2	206991261	206991337
NDUFS1	2	206991432	206991570
NDUFS1	2	206992519	206992698
NDUFS1	2	206994810	206994968
NDUFS1	2	206997667	206997831
NDUFS1	2	207003207	207003340
NDUFS1	2	207006663	207006795
NDUFS1	2	207007408	207007557
NDUFS1	2	207008740	207008858
NDUFS1	2	207009614	207009752
NDUFS1	2	207011625	207011814
NDUFS1	2	207012253	207012387
NDUFS1	2	207012475	207012560
NDUFS1	2	207013742	207013822
NDUFS1	2	207014540	207014651
NDUFS1	2	207017141	207017236
NDUFS1	2	207018340	207018404
NDUFS2	1	161172174	161172272
NDUFS2	1	161173225	161173335
NDUFS2	1	161176195	161176389
NDUFS2	1	161178981	161179105
NDUFS2	1	161179271	161179387
NDUFS2	1	161179645	161179723
NDUFS2	1	161179899	161179980
NDUFS2	1	161180092	161180181
NDUFS2	1	161180379	161180502
NDUFS2	1	161182139	161182272
NDUFS2	1	161183168	161183267
NDUFS2	1	161183437	161183524
NDUFS2	1	161183652	161183733
NDUFS2	1	161183944	161183985
NDUFS3	11	47600642	47600712
NDUFS3	11	47600819	47600888
NDUFS3	11	47602075	47602176
NDUFS3	11	47602385	47602538
NDUFS3	11	47603638	47603767
NDUFS3	11	47603899	47604022
NDUFS3	11	47605864	47606035
NDUFS4	5	52856491	52856592
NDUFS4	5	52899280	52899362
NDUFS4	5	52942061	52942237
NDUFS4	5	52954379	52954456
NDUFS4	5	52978946	52979053
NDUFS5	1	39494395	39494614
NDUFS5	1	39500062	39500170
NDUFS6	5	1801530	1801665
NDUFS6	5	1802433	1802490
NDUFS6	5	1814451	1814577
NDUFS6	5	1815963	1816032
NDUFS7	19	1383924	1383943
NDUFS7	19	1387808	1387848
NDUFS7	19	1388522	1388594
NDUFS7	19	1388830	1388939
NDUFS7	19	1390868	1391051
NDUFS7	19	1391116	1391166
NDUFS7	19	1393239	1393331
NDUFS7	19	1395388	1395489
NDUFS8	11	67799617	67799678
NDUFS8	11	67799751	67799805
NDUFS8	11	67800388	67800481
NDUFS8	11	67800576	67800752
NDUFS8	11	67803718	67803850
NDUFS8	11	67803927	67804062
NDUFV1	11	67374474	67374549
NDUFV1	11	67375865	67375951
NDUFV1	11	67376021	67376195
NDUFV1	11	67376921	67377108
NDUFV1	11	67377850	67378043
NDUFV1	11	67378464	67378680
NDUFV1	11	67378872	67379042
NDUFV1	11	67379366	67379451
NDUFV1	11	67379589	67379738
NDUFV1	11	67379841	67379931
NDUFV2	18	9102740	9102797
NDUFV2	18	9117834	9117903
NDUFV2	18	9119322	9119388
NDUFV2	18	9119470	9119590
NDUFV2	18	9122509	9122681
NDUFV2	18	9124870	9124983
NDUFV2	18	9126827	9126907
NDUFV2	18	9134182	9134279
NDUFV3	21	44313442	44313493
NDUFV3	21	44317035	44317159
NDUFV3	21	44323290	44324388
NDUFV3	21	44328972	44329133
NEB	2	152342272	152342449
NEB	2	152346483	152346593
NEB	2	152346884	152347034
NEB	2	152348195	152348291
NEB	2	152348610	152348797
NEB	2	152348899	152349010
NEB	2	152349865	152349961
NEB	2	152350287	152350383
NEB	2	152350673	152350769
NEB	2	152352788	152352884
NEB	2	152353453	152353549
NEB	2	152354138	152354234
NEB	2	152354772	152354868
NEB	2	152355810	152355906
NEB	2	152357903	152357999
NEB	2	152359305	152359401
NEB	2	152359861	152359957
NEB	2	152361990	152362086
NEB	2	152362678	152362774
NEB	2	152363421	152363529
NEB	2	152364517	152364625
NEB	2	152369245	152369353
NEB	2	152370092	152370209
NEB	2	152370830	152370944
NEB	2	152371330	152371444
NEB	2	152372971	152373079
NEB	2	152374830	152374938
NEB	2	152375477	152375585
NEB	2	152376170	152376284
NEB	2	152380823	152380931
NEB	2	152381027	152381132
NEB	2	152381675	152381789
NEB	2	152382470	152382584
NEB	2	152382670	152382778
NEB	2	152383430	152383538
NEB	2	152383993	152384101
NEB	2	152385722	152385830
NEB	2	152387506	152387617
NEB	2	152388304	152388412
NEB	2	152389954	152390062
NEB	2	152390727	152390835
NEB	2	152392203	152392311
NEB	2	152393644	152393752
NEB	2	152394384	152394492
NEB	2	152394652	152394760
NEB	2	152396856	152396964
NEB	2	152397209	152397317
NEB	2	152397959	152398067
NEB	2	152402400	152402514
NEB	2	152402857	152402959
NEB	2	152403941	152404049
NEB	2	152404146	152404254
NEB	2	152404820	152404931
NEB	2	152406148	152406256
NEB	2	152408250	152408361
NEB	2	152409184	152409292
NEB	2	152409910	152410018
NEB	2	152410340	152410541
NEB	2	152411443	152411560
NEB	2	152417104	152417215
NEB	2	152417516	152417624
NEB	2	152417720	152417828
NEB	2	152418622	152418730
NEB	2	152419123	152419324
NEB	2	152420118	152420235
NEB	2	152420335	152420446
NEB	2	152421556	152421664
NEB	2	152422013	152422121
NEB	2	152422228	152422336
NEB	2	152423680	152423995
NEB	2	152424583	152424694
NEB	2	152424828	152424933
NEB	2	152425130	152425232
NEB	2	152425780	152425888
NEB	2	152426593	152426908
NEB	2	152427009	152427117
NEB	2	152432207	152432315
NEB	2	152432663	152432870
NEB	2	152435850	152436165
NEB	2	152437309	152437420
NEB	2	152437995	152438103
NEB	2	152438976	152439183
NEB	2	152439967	152440282
NEB	2	152442019	152442130
NEB	2	152442917	152443025
NEB	2	152443886	152444093
NEB	2	152446401	152446716
NEB	2	152447860	152447971
NEB	2	152448546	152448654
NEB	2	152449528	152449735
NEB	2	152450519	152450834
NEB	2	152452572	152452683
NEB	2	152453470	152453578
NEB	2	152454439	152454646
NEB	2	152456954	152457269
NEB	2	152458413	152458524
NEB	2	152459099	152459207
NEB	2	152460081	152460288
NEB	2	152461072	152461387
NEB	2	152463118	152463229
NEB	2	152464016	152464124
NEB	2	152464985	152465192
NEB	2	152466321	152466636
NEB	2	152467028	152467139
NEB	2	152467274	152467382
NEB	2	152468698	152468905
NEB	2	152470788	152471103
NEB	2	152472514	152472625
NEB	2	152473876	152473984
NEB	2	152474787	152474994
NEB	2	152475963	152476278
NEB	2	152477431	152477542
NEB	2	152482046	152482154
NEB	2	152483514	152483721
NEB	2	152484035	152484350
NEB	2	152486051	152486162
NEB	2	152487227	152487335
NEB	2	152487655	152487862
NEB	2	152490166	152490481
NEB	2	152492739	152492850
NEB	2	152495792	152495900
NEB	2	152496369	152496576
NEB	2	152496867	152497182
NEB	2	152499086	152499197
NEB	2	152499277	152499385
NEB	2	152499662	152499869
NEB	2	152500330	152500645
NEB	2	152500980	152501091
NEB	2	152502642	152502750
NEB	2	152506688	152506895
NEB	2	152507086	152507401
NEB	2	152510504	152510615
NEB	2	152511782	152511890
NEB	2	152512329	152512539
NEB	2	152512665	152512980
NEB	2	152514495	152514606
NEB	2	152515577	152515685
NEB	2	152518647	152518857
NEB	2	152520060	152520375
NEB	2	152521013	152521124
NEB	2	152521271	152521379
NEB	2	152521845	152522055
NEB	2	152522602	152522917
NEB	2	152524316	152524427
NEB	2	152525539	152525647
NEB	2	152527535	152527745
NEB	2	152528881	152529196
NEB	2	152530989	152531100
NEB	2	152531799	152531907
NEB	2	152534077	152534287
NEB	2	152534388	152534703
NEB	2	152536233	152536344
NEB	2	152536430	152536538
NEB	2	152537242	152537344
NEB	2	152539174	152539285
NEB	2	152541290	152541491
NEB	2	152543931	152544048
NEB	2	152544138	152544249
NEB	2	152544804	152544912
NEB	2	152547239	152547341
NEB	2	152548376	152548484
NEB	2	152548571	152548682
NEB	2	152548773	152548878
NEB	2	152550835	152550952
NEB	2	152551034	152551145
NEB	2	152552090	152552198
NEB	2	152553149	152553251
NEB	2	152553660	152553768
NEB	2	152553862	152553973
NEB	2	152554056	152554164
NEB	2	152563393	152563513
NEB	2	152566168	152566279
NEB	2	152566946	152567054
NEB	2	152573928	152574036
NEB	2	152579894	152580002
NEB	2	152580772	152580880
NEB	2	152581369	152581477
NEB	2	152581965	152582076
NEB	2	152584203	152584422
NEB	2	152586127	152586172
NEB	2	152589633	152589672
NECAB1	8	91804113	91804215
NECAB1	8	91813917	91813945
NECAB1	8	91836943	91837055
NECAB1	8	91884354	91884383
NECAB1	8	91893259	91893360
NECAB1	8	91929718	91929858
NECAB1	8	91937761	91937886
NECAB1	8	91940449	91940529
NECAB1	8	91946530	91946587
NECAB1	8	91953012	91953128
NECAB1	8	91962033	91962114
NECAB1	8	91963339	91963434
NECAB1	8	91967713	91967742
NECAB3	20	32245633	32245665
NECAB3	20	32245746	32245841
NECAB3	20	32246281	32246362
NECAB3	20	32246526	32246642
NECAB3	20	32247301	32247540
NECAB3	20	32247689	32247811
NECAB3	20	32248063	32248203
NECAB3	20	32257179	32257280
NECAB3	20	32257491	32257520
NECAB3	20	32258488	32258600
NECAB3	20	32260202	32260230
NECAB3	20	32262028	32262160
NECAP1	12	8234883	8234981
NECAP1	12	8242530	8242634
NECAP1	12	8242789	8242897
NECAP1	12	8244363	8244448
NECAP1	12	8245270	8245382
NECAP1	12	8245466	8245653
NECAP1	12	8248195	8248301
NECAP1	12	8248636	8248688
NECAP2	1	16767255	16767350
NECAP2	1	16770125	16770229
NECAP2	1	16774363	16774471
NECAP2	1	16774553	16774638
NECAP2	1	16775586	16775698
NECAP2	1	16778331	16778512
NECAP2	1	16782311	16782390
NECAP2	1	16785335	16785493
NEDD1	12	97301388	97301404
NEDD1	12	97303528	97303675
NEDD1	12	97306499	97306597
NEDD1	12	97311397	97311517
NEDD1	12	97313761	97313905
NEDD1	12	97328752	97328985
NEDD1	12	97330387	97330592
NEDD1	12	97330974	97331173
NEDD1	12	97334185	97334317
NEDD1	12	97336353	97336404
NEDD1	12	97337336	97337542
NEDD1	12	97338415	97338575
NEDD1	12	97339469	97339629
NEDD1	12	97345208	97345278
NEDD1	12	97345725	97345833
NEDD4	15	56122093	56122199
NEDD4	15	56122710	56122786
NEDD4	15	56125204	56125304
NEDD4	15	56126234	56126345
NEDD4	15	56126423	56126486
NEDD4	15	56129985	56130049
NEDD4	15	56130303	56130380
NEDD4	15	56130705	56130804
NEDD4	15	56132643	56132717
NEDD4	15	56132802	56132927
NEDD4	15	56134130	56134363
NEDD4	15	56139165	56139234
NEDD4	15	56140568	56140630
NEDD4	15	56140717	56140775
NEDD4	15	56141002	56141086
NEDD4	15	56142738	56142942
NEDD4	15	56144620	56144743
NEDD4	15	56148327	56148396
NEDD4	15	56152603	56152774
NEDD4	15	56152857	56152978
NEDD4	15	56155109	56155279
NEDD4	15	56161775	56161881
NEDD4	15	56164611	56164676
NEDD4	15	56166154	56166208
NEDD4	15	56207480	56209031
NEDD4	15	56216842	56216899
NEDD4	15	56243572	56243614
NEDD4	15	56243707	56243789
NEDD4	15	56258669	56258746
NEDD4	15	56285707	56285755
NEDD4L	18	55711891	55711942
NEDD4L	18	55816766	55816793
NEDD4L	18	55833018	55833095
NEDD4L	18	55912657	55912742
NEDD4L	18	55916129	55916171
NEDD4L	18	55919231	55919288
NEDD4L	18	55983212	55983266
NEDD4L	18	55989655	55989720
NEDD4L	18	55990462	55990568
NEDD4L	18	55992226	55992396
NEDD4L	18	55996225	55996361
NEDD4L	18	55997968	55998148
NEDD4L	18	56001048	56001126
NEDD4L	18	56002708	56002771
NEDD4L	18	56008268	56008403
NEDD4L	18	56008908	56009031
NEDD4L	18	56010136	56010337
NEDD4L	18	56016767	56016848
NEDD4L	18	56018221	56018279
NEDD4L	18	56024424	56024486
NEDD4L	18	56031498	56031567
NEDD4L	18	56033229	56033462
NEDD4L	18	56034976	56035101
NEDD4L	18	56037627	56037701
NEDD4L	18	56040404	56040503
NEDD4L	18	56050476	56050553
NEDD4L	18	56052756	56052820
NEDD4L	18	56054669	56054732
NEDD4L	18	56056315	56056426
NEDD4L	18	56057876	56057976
NEDD4L	18	56058717	56058793
NEDD4L	18	56063397	56063503
NEDD8	14	24686331	24686431
NEDD8	14	24687337	24687423
NEDD8	14	24687588	24687639
NEDD8	14	24701454	24701475
NEDD9	6	11185393	11185906
NEDD9	6	11188449	11188542
NEDD9	6	11190195	11191440
NEDD9	6	11192576	11192681
NEDD9	6	11193822	11193927
NEDD9	6	11201212	11201281
NEDD9	6	11213512	11213962
NEDD9	6	11232735	11232750
NEDD9	6	11306223	11306238
NEFH	22	29876250	29877136
NEFH	22	29879362	29879565
NEFH	22	29881710	29881838
NEFH	22	29884836	29886694
NEGR1	1	71873127	71873255
NEGR1	1	72058498	72058653
NEGR1	1	72076707	72076831
NEGR1	1	72163689	72163824
NEGR1	1	72241853	72241982
NEGR1	1	72400760	72400996
NEGR1	1	72748000	72748179
NEIL1	15	75641245	75641682
NEIL1	15	75644450	75644573
NEIL1	15	75644663	75644730
NEIL1	15	75644941	75645044
NEIL1	15	75646078	75646209
NEIL1	15	75646589	75646620
NEIL1	15	75646770	75646835
NEIL1	15	75646992	75647161
NEIL1	15	75647303	75647377
NEIL2	8	11628955	11629101
NEIL2	8	11637105	11637461
NEIL2	8	11640710	11640910
NEIL2	8	11643470	11643784
NEIL3	4	178231106	178231265
NEIL3	4	178243611	178243736
NEIL3	4	178256840	178256978
NEIL3	4	178257260	178257477
NEIL3	4	178260935	178261013
NEIL3	4	178262628	178262798
NEIL3	4	178272532	178272705
NEIL3	4	178274460	178274884
NEIL3	4	178281655	178281833
NEIL3	4	178283441	178283627
NEK1	4	170315659	170315676
NEK1	4	170321374	170321510
NEK1	4	170321670	170321804
NEK1	4	170322801	170323013
NEK1	4	170327745	170327900
NEK1	4	170345702	170345953
NEK1	4	170347295	170347387
NEK1	4	170354694	170354818
NEK1	4	170359232	170359412
NEK1	4	170384392	170384548
NEK1	4	170398273	170398505
NEK1	4	170398581	170398650
NEK1	4	170400552	170400687
NEK1	4	170428186	170428285
NEK1	4	170428864	170428945
